Student,Topic,Subtopic,Question,Type,Score
Student4,Biology,XCI,Q18,prescore,1
Student4,Biology,XCI,Q19,prescore,0
Student4,Biology,XCI,Q20,prescore,1
Student4,Coding,R_Rmd,Q21,prescore,1
Student4,Coding,R_Rmd,Q22,prescore,1
Student4,Coding,R_Rmd,Q23,prescore,1
Student4,Coding,R_Rmd,Q24,prescore,1
Student4,Coding,R_data_frames,Q25,prescore,0
Student4,Coding,R_data_frames,Q26,prescore,1
Student4,Coding,R_data_frames,Q27,prescore,1
Student4,Coding,R_data_frames,Q28,prescore,1
Student4,Coding,R_functions_loops,Q29,prescore,1
Student4,Coding,R_functions_loops,Q30,prescore,1
Student4,Coding,R_functions_loops,Q31,prescore,0
Student4,Coding,R_functions_loops,Q32,prescore,1
Student4,Coding,R_if_statements,Q33,prescore,1
Student4,Coding,R_if_statements,Q34,prescore,1
Student4,Coding,R_if_statements,Q35,prescore,1
Student4,Coding,R_if_statements,Q36,prescore,0
Student4,Coding,Linux_command_line,Q37,prescore,0
Student4,Coding,Linux_command_line,Q38,prescore,0
Student4,Coding,Linux_command_line,Q39,prescore,0
Student4,Coding,Linux_command_line,Q40,prescore,0
Student4,ProfDev,Authorship,Q41,prescore,0
Student4,ProfDev,Authorship,Q42,prescore,1
Student4,ProfDev,Authorship,Q43,prescore,1
Student4,ProfDev,Authorship,Q44,prescore,1
Student4,ProfDev,Reading_papers,Q45,prescore,1
Student4,ProfDev,Reading_papers,Q46,prescore,0
Student4,ProfDev,Reading_papers,Q47,prescore,1
Student4,ProfDev,Reading_papers,Q48,prescore,1
Student4,ProfDev,Writing_paper,Q49,prescore,1
Student4,ProfDev,Writing_paper,Q50,prescore,1
Student4,ProfDev,Writing_paper,Q51,prescore,1
Student4,ProfDev,Writing_paper,Q52,prescore,0
Student4,ProfDev,Coding_solutions,Q53,prescore,1
Student4,ProfDev,Coding_solutions,Q54,prescore,1
Student4,ProfDev,Coding_solutions,Q55,prescore,1
Student4,ProfDev,Coding_solutions,Q56,prescore,1
Student4,ProfDev,Interpreting_plots,Q57,prescore,1
Student4,ProfDev,Interpreting_plots,Q58,prescore,1
Student4,ProfDev,Interpreting_plots,Q59,prescore,1
Student4,ProfDev,Interpreting_plots,Q60,prescore,0
Student14,Biology,Cancer_biology_cell_lines,Q1,prescore,1
Student14,Biology,Cancer_biology_cell_lines,Q2,prescore,1
Student14,Biology,Cancer_biology_cell_lines,Q3,prescore,1
Student14,Biology,Cancer_biology_cell_lines,Q4,prescore,1
Student14,Biology,Sex_chromosomes,Q5,prescore,1
Student14,Biology,Sex_chromosomes,Q6,prescore,1
Student14,Biology,Sex_chromosomes,Q7,prescore,1
Student14,Biology,Sex_chromosomes,Q8,prescore,1
Student14,Biology,RNA_RNAseq,Q9,prescore,1
Student14,Biology,RNA_RNAseq,Q10,prescore,1
Student14,Biology,RNA_RNAseq,Q11,prescore,1
Student14,Biology,RNA_RNAseq,Q12,prescore,1
Student14,Biology,Gene_expression,Q13,prescore,0
Student14,Biology,Gene_expression,Q14,prescore,1
Student14,Biology,Gene_expression,Q15,prescore,1
Student14,Biology,Gene_expression,Q16,prescore,1
Student14,Biology,XCI,Q17,prescore,1
Student14,Biology,XCI,Q18,prescore,1
Student14,Biology,XCI,Q19,prescore,0
Student14,Biology,XCI,Q20,prescore,1
Student14,Coding,R_Rmd,Q21,prescore,1
Student14,Coding,R_Rmd,Q22,prescore,1
Student14,Coding,R_Rmd,Q23,prescore,1
Student14,Coding,R_Rmd,Q24,prescore,1
Student14,Coding,R_data_frames,Q25,prescore,0
Student14,Coding,R_data_frames,Q26,prescore,1
Student14,Coding,R_data_frames,Q27,prescore,1
Student14,Coding,R_data_frames,Q28,prescore,1
Student14,Coding,R_functions_loops,Q29,prescore,1
Student14,Coding,R_functions_loops,Q30,prescore,1
Student14,Coding,R_functions_loops,Q31,prescore,0
Student14,Coding,R_functions_loops,Q32,prescore,1
Student14,Coding,R_if_statements,Q33,prescore,1
Student14,Coding,R_if_statements,Q34,prescore,1
Student14,Coding,R_if_statements,Q35,prescore,1
Student14,Coding,R_if_statements,Q36,prescore,1
Student14,Coding,Linux_command_line,Q37,prescore,1
Student14,Coding,Linux_command_line,Q38,prescore,1
Student14,Coding,Linux_command_line,Q39,prescore,1
Student14,Coding,Linux_command_line,Q40,prescore,1
Student14,ProfDev,Authorship,Q41,prescore,0
Student14,ProfDev,Authorship,Q42,prescore,1
Student14,ProfDev,Authorship,Q43,prescore,1
Student14,ProfDev,Authorship,Q44,prescore,1
Student14,ProfDev,Reading_papers,Q45,prescore,1
Student14,ProfDev,Reading_papers,Q46,prescore,0
Student14,ProfDev,Reading_papers,Q47,prescore,1
Student14,ProfDev,Reading_papers,Q48,prescore,1
Student14,ProfDev,Writing_paper,Q49,prescore,1
Student14,ProfDev,Writing_paper,Q50,prescore,1
Student14,ProfDev,Writing_paper,Q51,prescore,1
Student14,ProfDev,Writing_paper,Q52,prescore,1
Student14,ProfDev,Coding_solutions,Q53,prescore,1
Student14,ProfDev,Coding_solutions,Q54,prescore,1
Student14,ProfDev,Coding_solutions,Q55,prescore,1
Student14,ProfDev,Coding_solutions,Q56,prescore,1
Student14,ProfDev,Interpreting_plots,Q57,prescore,1
Student14,ProfDev,Interpreting_plots,Q58,prescore,0
Student14,ProfDev,Interpreting_plots,Q59,prescore,1
Student14,ProfDev,Interpreting_plots,Q60,prescore,0
Student40,Biology,Cancer_biology_cell_lines,Q1,prescore,1
Student40,Biology,Cancer_biology_cell_lines,Q2,prescore,1
Student40,Biology,Cancer_biology_cell_lines,Q3,prescore,1
Student40,Biology,Cancer_biology_cell_lines,Q4,prescore,1
Student40,Biology,Sex_chromosomes,Q5,prescore,1
Student40,Biology,Sex_chromosomes,Q6,prescore,1
Student40,Biology,Sex_chromosomes,Q7,prescore,1
Student40,Biology,Sex_chromosomes,Q8,prescore,1
Student40,Biology,RNA_RNAseq,Q9,prescore,1
Student40,Biology,RNA_RNAseq,Q10,prescore,0
Student40,Biology,RNA_RNAseq,Q11,prescore,1
Student40,Biology,RNA_RNAseq,Q12,prescore,1
Student40,Biology,Gene_expression,Q13,prescore,0
Student40,Biology,Gene_expression,Q14,prescore,1
Student40,Biology,Gene_expression,Q15,prescore,1
Student40,Biology,Gene_expression,Q16,prescore,1
Student40,Biology,XCI,Q17,prescore,1
Student40,Biology,XCI,Q18,prescore,1
Student40,Biology,XCI,Q19,prescore,1
Student40,Biology,XCI,Q20,prescore,1
Student40,Coding,R_Rmd,Q21,prescore,1
Student40,Coding,R_Rmd,Q22,prescore,1
Student40,Coding,R_Rmd,Q23,prescore,1
Student40,Coding,R_Rmd,Q24,prescore,1
Student40,Coding,R_data_frames,Q25,prescore,0
Student40,Coding,R_data_frames,Q26,prescore,1
Student40,Coding,R_data_frames,Q27,prescore,0
Student40,Coding,R_data_frames,Q28,prescore,1
Student40,Coding,R_functions_loops,Q29,prescore,1
Student40,Coding,R_functions_loops,Q30,prescore,1
Student40,Coding,R_functions_loops,Q31,prescore,1
Student40,Coding,R_functions_loops,Q32,prescore,0
Student40,Coding,R_if_statements,Q33,prescore,1
Student40,Coding,R_if_statements,Q34,prescore,1
Student40,Coding,R_if_statements,Q35,prescore,1
Student40,Coding,R_if_statements,Q36,prescore,1
Student40,Coding,Linux_command_line,Q37,prescore,1
Student40,Coding,Linux_command_line,Q38,prescore,1
Student40,Coding,Linux_command_line,Q39,prescore,1
Student40,Coding,Linux_command_line,Q40,prescore,0
Student40,ProfDev,Authorship,Q41,prescore,0
Student40,ProfDev,Authorship,Q42,prescore,1
Student40,ProfDev,Authorship,Q43,prescore,0
Student40,ProfDev,Authorship,Q44,prescore,1
Student40,ProfDev,Reading_papers,Q45,prescore,1
Student40,ProfDev,Reading_papers,Q46,prescore,0
Student40,ProfDev,Reading_papers,Q47,prescore,1
Student40,ProfDev,Reading_papers,Q48,prescore,1
Student40,ProfDev,Writing_paper,Q49,prescore,1
Student40,ProfDev,Writing_paper,Q50,prescore,1
Student40,ProfDev,Writing_paper,Q51,prescore,1
Student40,ProfDev,Writing_paper,Q52,prescore,1
Student40,ProfDev,Coding_solutions,Q53,prescore,1
Student40,ProfDev,Coding_solutions,Q54,prescore,1
Student40,ProfDev,Coding_solutions,Q55,prescore,1
Student40,ProfDev,Coding_solutions,Q56,prescore,1
Student40,ProfDev,Interpreting_plots,Q57,prescore,1
Student40,ProfDev,Interpreting_plots,Q58,prescore,1
Student40,ProfDev,Interpreting_plots,Q59,prescore,1
Student40,ProfDev,Interpreting_plots,Q60,prescore,1
Student9,Biology,Cancer_biology_cell_lines,Q1,prescore,1
Student9,Biology,Cancer_biology_cell_lines,Q2,prescore,1
Student9,Biology,Cancer_biology_cell_lines,Q3,prescore,1
Student9,Biology,Cancer_biology_cell_lines,Q4,prescore,1
Student9,Biology,Sex_chromosomes,Q5,prescore,0
Student9,Biology,Sex_chromosomes,Q6,prescore,1
Student9,Biology,Sex_chromosomes,Q7,prescore,1
Student9,Biology,Sex_chromosomes,Q8,prescore,1
Student9,Biology,RNA_RNAseq,Q9,prescore,0
Student9,Biology,RNA_RNAseq,Q10,prescore,1
Student9,Biology,RNA_RNAseq,Q11,prescore,1
Student9,Biology,RNA_RNAseq,Q12,prescore,0
Student9,Biology,Gene_expression,Q13,prescore,0
Student9,Biology,Gene_expression,Q14,prescore,1
Student9,Biology,Gene_expression,Q15,prescore,1
Student9,Biology,Gene_expression,Q16,prescore,0
Student9,Biology,XCI,Q17,prescore,1
Student9,Biology,XCI,Q18,prescore,1
Student9,Biology,XCI,Q19,prescore,1
Student9,Biology,XCI,Q20,prescore,1
Student9,Coding,R_Rmd,Q21,prescore,1
Student9,Coding,R_Rmd,Q22,prescore,1
Student9,Coding,R_Rmd,Q23,prescore,1
Student9,Coding,R_Rmd,Q24,prescore,1
Student9,Coding,R_data_frames,Q25,prescore,0
Student9,Coding,R_data_frames,Q26,prescore,1
Student9,Coding,R_data_frames,Q27,prescore,0
Student9,Coding,R_data_frames,Q28,prescore,1
Student9,Coding,R_functions_loops,Q29,prescore,1
Student9,Coding,R_functions_loops,Q30,prescore,0
Student9,Coding,R_functions_loops,Q31,prescore,0
Student9,Coding,R_functions_loops,Q32,prescore,1
Student9,Coding,R_if_statements,Q33,prescore,1
Student9,Coding,R_if_statements,Q34,prescore,1
Student9,Coding,R_if_statements,Q35,prescore,0
Student9,Coding,R_if_statements,Q36,prescore,1
Student9,Coding,Linux_command_line,Q37,prescore,1
Student9,Coding,Linux_command_line,Q38,prescore,0
Student9,Coding,Linux_command_line,Q39,prescore,1
Student9,Coding,Linux_command_line,Q40,prescore,1
Student9,ProfDev,Authorship,Q41,prescore,0
Student9,ProfDev,Authorship,Q42,prescore,0
Student9,ProfDev,Authorship,Q43,prescore,0
Student9,ProfDev,Authorship,Q44,prescore,0
Student9,ProfDev,Reading_papers,Q45,prescore,1
Student9,ProfDev,Reading_papers,Q46,prescore,1
Student9,ProfDev,Reading_papers,Q47,prescore,1
Student9,ProfDev,Reading_papers,Q48,prescore,1
Student9,ProfDev,Writing_paper,Q49,prescore,1
Student9,ProfDev,Writing_paper,Q50,prescore,1
Student9,ProfDev,Writing_paper,Q51,prescore,1
Student9,ProfDev,Writing_paper,Q52,prescore,1
Student9,ProfDev,Coding_solutions,Q53,prescore,1
Student9,ProfDev,Coding_solutions,Q54,prescore,1
Student9,ProfDev,Coding_solutions,Q55,prescore,0
Student9,ProfDev,Coding_solutions,Q56,prescore,1
Student9,ProfDev,Interpreting_plots,Q57,prescore,0
Student9,ProfDev,Interpreting_plots,Q58,prescore,1
Student9,ProfDev,Interpreting_plots,Q59,prescore,0
Student9,ProfDev,Interpreting_plots,Q60,prescore,1
Student36,Biology,Cancer_biology_cell_lines,Q1,prescore,1
Student36,Biology,Cancer_biology_cell_lines,Q2,prescore,1
Student36,Biology,Cancer_biology_cell_lines,Q3,prescore,1
Student36,Biology,Cancer_biology_cell_lines,Q4,prescore,0
Student36,Biology,Sex_chromosomes,Q5,prescore,0
Student36,Biology,Sex_chromosomes,Q6,prescore,1
Student36,Biology,Sex_chromosomes,Q7,prescore,1
Student36,Biology,Sex_chromosomes,Q8,prescore,1
Student36,Biology,RNA_RNAseq,Q9,prescore,1
Student36,Biology,RNA_RNAseq,Q10,prescore,0
Student36,Biology,RNA_RNAseq,Q11,prescore,1
Student36,Biology,RNA_RNAseq,Q12,prescore,1
Student36,Biology,Gene_expression,Q13,prescore,0
Student36,Biology,Gene_expression,Q14,prescore,1
Student36,Biology,Gene_expression,Q15,prescore,1
Student36,Biology,Gene_expression,Q16,prescore,0
Student36,Biology,XCI,Q17,prescore,1
Student36,Biology,XCI,Q18,prescore,1
Student36,Biology,XCI,Q19,prescore,0
Student36,Biology,XCI,Q20,prescore,1
Student36,Coding,R_Rmd,Q21,prescore,1
Student36,Coding,R_Rmd,Q22,prescore,1
Student36,Coding,R_Rmd,Q23,prescore,1
Student36,Coding,R_Rmd,Q24,prescore,1
Student36,Coding,R_data_frames,Q25,prescore,1
Student36,Coding,R_data_frames,Q26,prescore,1
Student36,Coding,R_data_frames,Q27,prescore,0
Student36,Coding,R_data_frames,Q28,prescore,1
Student36,Coding,R_functions_loops,Q29,prescore,1
Student36,Coding,R_functions_loops,Q30,prescore,1
Student36,Coding,R_functions_loops,Q31,prescore,1
Student36,Coding,R_functions_loops,Q32,prescore,1
Student36,Coding,R_if_statements,Q33,prescore,1
Student36,Coding,R_if_statements,Q34,prescore,1
Student36,Coding,R_if_statements,Q35,prescore,1
Student36,Coding,R_if_statements,Q36,prescore,0
Student36,Coding,Linux_command_line,Q37,prescore,0
Student36,Coding,Linux_command_line,Q38,prescore,1
Student36,Coding,Linux_command_line,Q39,prescore,1
Student36,Coding,Linux_command_line,Q40,prescore,0
Student36,ProfDev,Authorship,Q41,prescore,0
Student36,ProfDev,Authorship,Q42,prescore,1
Student36,ProfDev,Authorship,Q43,prescore,0
Student36,ProfDev,Authorship,Q44,prescore,1
Student36,ProfDev,Reading_papers,Q45,prescore,1
Student36,ProfDev,Reading_papers,Q46,prescore,1
Student36,ProfDev,Reading_papers,Q47,prescore,1
Student36,ProfDev,Reading_papers,Q48,prescore,1
Student36,ProfDev,Writing_paper,Q49,prescore,1
Student36,ProfDev,Writing_paper,Q50,prescore,1
Student36,ProfDev,Writing_paper,Q51,prescore,1
Student36,ProfDev,Writing_paper,Q52,prescore,0
Student36,ProfDev,Coding_solutions,Q53,prescore,1
Student36,ProfDev,Coding_solutions,Q54,prescore,1
Student36,ProfDev,Coding_solutions,Q55,prescore,1
Student36,ProfDev,Coding_solutions,Q56,prescore,1
Student36,ProfDev,Interpreting_plots,Q57,prescore,0
Student36,ProfDev,Interpreting_plots,Q58,prescore,1
Student36,ProfDev,Interpreting_plots,Q59,prescore,1
Student36,ProfDev,Interpreting_plots,Q60,prescore,1
Student2,Biology,Cancer_biology_cell_lines,Q1,prescore,1
Student2,Biology,Cancer_biology_cell_lines,Q2,prescore,1
Student2,Biology,Cancer_biology_cell_lines,Q3,prescore,1
Student2,Biology,Cancer_biology_cell_lines,Q4,prescore,0
Student2,Biology,Sex_chromosomes,Q5,prescore,1
Student2,Biology,Sex_chromosomes,Q6,prescore,1
Student2,Biology,Sex_chromosomes,Q7,prescore,1
Student2,Biology,Sex_chromosomes,Q8,prescore,1
Student2,Biology,RNA_RNAseq,Q9,prescore,1
Student2,Biology,RNA_RNAseq,Q10,prescore,0
Student2,Biology,RNA_RNAseq,Q11,prescore,1
Student2,Biology,RNA_RNAseq,Q12,prescore,1
Student2,Biology,Gene_expression,Q13,prescore,0
Student2,Biology,Gene_expression,Q14,prescore,1
Student2,Biology,Gene_expression,Q15,prescore,1
Student2,Biology,Gene_expression,Q16,prescore,1
Student2,Biology,XCI,Q17,prescore,1
Student2,Biology,XCI,Q18,prescore,1
Student2,Biology,XCI,Q19,prescore,0
Student2,Biology,XCI,Q20,prescore,1
Student2,Coding,R_Rmd,Q21,prescore,1
Student2,Coding,R_Rmd,Q22,prescore,1
Student2,Coding,R_Rmd,Q23,prescore,0
Student2,Coding,R_Rmd,Q24,prescore,1
Student2,Coding,R_data_frames,Q25,prescore,0
Student2,Coding,R_data_frames,Q26,prescore,0
Student2,Coding,R_data_frames,Q27,prescore,1
Student2,Coding,R_data_frames,Q28,prescore,1
Student2,Coding,R_functions_loops,Q29,prescore,1
Student2,Coding,R_functions_loops,Q30,prescore,1
Student2,Coding,R_functions_loops,Q31,prescore,0
Student2,Coding,R_functions_loops,Q32,prescore,1
Student2,Coding,R_if_statements,Q33,prescore,1
Student2,Coding,R_if_statements,Q34,prescore,1
Student2,Coding,R_if_statements,Q35,prescore,1
Student2,Coding,R_if_statements,Q36,prescore,1
Student2,Coding,Linux_command_line,Q37,prescore,0
Student2,Coding,Linux_command_line,Q38,prescore,1
Student2,Coding,Linux_command_line,Q39,prescore,1
Student2,Coding,Linux_command_line,Q40,prescore,0
Student2,ProfDev,Authorship,Q41,prescore,0
Student2,ProfDev,Authorship,Q42,prescore,1
Student2,ProfDev,Authorship,Q43,prescore,1
Student2,ProfDev,Authorship,Q44,prescore,1
Student2,ProfDev,Reading_papers,Q45,prescore,1
Student2,ProfDev,Reading_papers,Q46,prescore,0
Student2,ProfDev,Reading_papers,Q47,prescore,1
Student2,ProfDev,Reading_papers,Q48,prescore,1
Student2,ProfDev,Writing_paper,Q49,prescore,0
Student2,ProfDev,Writing_paper,Q50,prescore,1
Student2,ProfDev,Writing_paper,Q51,prescore,1
Student2,ProfDev,Writing_paper,Q52,prescore,1
Student2,ProfDev,Coding_solutions,Q53,prescore,1
Student2,ProfDev,Coding_solutions,Q54,prescore,1
Student2,ProfDev,Coding_solutions,Q55,prescore,1
Student2,ProfDev,Coding_solutions,Q56,prescore,1
Student2,ProfDev,Interpreting_plots,Q57,prescore,1
Student2,ProfDev,Interpreting_plots,Q58,prescore,1
Student2,ProfDev,Interpreting_plots,Q59,prescore,1
Student2,ProfDev,Interpreting_plots,Q60,prescore,1
Student11,Biology,Cancer_biology_cell_lines,Q1,prescore,1
Student11,Biology,Cancer_biology_cell_lines,Q2,prescore,1
Student11,Biology,Cancer_biology_cell_lines,Q3,prescore,1
Student11,Biology,Cancer_biology_cell_lines,Q4,prescore,1
Student11,Biology,Sex_chromosomes,Q5,prescore,0
Student11,Biology,Sex_chromosomes,Q6,prescore,1
Student11,Biology,Sex_chromosomes,Q7,prescore,1
Student11,Biology,Sex_chromosomes,Q8,prescore,1
Student11,Biology,RNA_RNAseq,Q9,prescore,1
Student11,Biology,RNA_RNAseq,Q10,prescore,0
Student11,Biology,RNA_RNAseq,Q11,prescore,1
Student11,Biology,RNA_RNAseq,Q12,prescore,0
Student11,Biology,Gene_expression,Q13,prescore,0
Student11,Biology,Gene_expression,Q14,prescore,1
Student11,Biology,Gene_expression,Q15,prescore,1
Student11,Biology,Gene_expression,Q16,prescore,1
Student11,Biology,XCI,Q17,prescore,0
Student11,Biology,XCI,Q18,prescore,1
Student11,Biology,XCI,Q19,prescore,0
Student11,Biology,XCI,Q20,prescore,1
Student11,Coding,R_Rmd,Q21,prescore,1
Student11,Coding,R_Rmd,Q22,prescore,1
Student11,Coding,R_Rmd,Q23,prescore,1
Student11,Coding,R_Rmd,Q24,prescore,1
Student11,Coding,R_data_frames,Q25,prescore,0
Student11,Coding,R_data_frames,Q26,prescore,1
Student11,Coding,R_data_frames,Q27,prescore,0
Student11,Coding,R_data_frames,Q28,prescore,1
Student11,Coding,R_functions_loops,Q29,prescore,1
Student11,Coding,R_functions_loops,Q30,prescore,1
Student11,Coding,R_functions_loops,Q31,prescore,1
Student11,Coding,R_functions_loops,Q32,prescore,0
Student11,Coding,R_if_statements,Q33,prescore,1
Student11,Coding,R_if_statements,Q34,prescore,1
Student11,Coding,R_if_statements,Q35,prescore,0
Student11,Coding,R_if_statements,Q36,prescore,0
Student11,Coding,Linux_command_line,Q37,prescore,0
Student11,Coding,Linux_command_line,Q38,prescore,0
Student11,Coding,Linux_command_line,Q39,prescore,1
Student11,Coding,Linux_command_line,Q40,prescore,0
Student11,ProfDev,Authorship,Q41,prescore,0
Student11,ProfDev,Authorship,Q42,prescore,0
Student11,ProfDev,Authorship,Q43,prescore,0
Student11,ProfDev,Authorship,Q44,prescore,1
Student11,ProfDev,Reading_papers,Q45,prescore,1
Student11,ProfDev,Reading_papers,Q46,prescore,0
Student11,ProfDev,Reading_papers,Q47,prescore,1
Student11,ProfDev,Reading_papers,Q48,prescore,1
Student11,ProfDev,Writing_paper,Q49,prescore,1
Student11,ProfDev,Writing_paper,Q50,prescore,1
Student11,ProfDev,Writing_paper,Q51,prescore,1
Student11,ProfDev,Writing_paper,Q52,prescore,1
Student11,ProfDev,Coding_solutions,Q53,prescore,0
Student11,ProfDev,Coding_solutions,Q54,prescore,1
Student11,ProfDev,Coding_solutions,Q55,prescore,1
Student11,ProfDev,Coding_solutions,Q56,prescore,1
Student11,ProfDev,Interpreting_plots,Q57,prescore,1
Student11,ProfDev,Interpreting_plots,Q58,prescore,1
Student11,ProfDev,Interpreting_plots,Q59,prescore,1
Student11,ProfDev,Interpreting_plots,Q60,prescore,1
Student12,Biology,Cancer_biology_cell_lines,Q1,prescore,1
Student12,Biology,Cancer_biology_cell_lines,Q2,prescore,1
Student12,Biology,Cancer_biology_cell_lines,Q3,prescore,1
Student12,Biology,Cancer_biology_cell_lines,Q4,prescore,1
Student12,Biology,Sex_chromosomes,Q5,prescore,1
Student12,Biology,Sex_chromosomes,Q6,prescore,1
Student12,Biology,Sex_chromosomes,Q7,prescore,1
Student12,Biology,Sex_chromosomes,Q8,prescore,1
Student12,Biology,RNA_RNAseq,Q9,prescore,1
Student12,Biology,RNA_RNAseq,Q10,prescore,1
Student12,Biology,RNA_RNAseq,Q11,prescore,1
Student12,Biology,RNA_RNAseq,Q12,prescore,1
Student12,Biology,Gene_expression,Q13,prescore,0
Student12,Biology,Gene_expression,Q14,prescore,1
Student12,Biology,Gene_expression,Q15,prescore,1
Student12,Biology,Gene_expression,Q16,prescore,1
Student12,Biology,XCI,Q17,prescore,1
Student12,Biology,XCI,Q18,prescore,1
Student12,Biology,XCI,Q19,prescore,0
Student12,Biology,XCI,Q20,prescore,1
Student12,Coding,R_Rmd,Q21,prescore,1
Student12,Coding,R_Rmd,Q22,prescore,1
Student12,Coding,R_Rmd,Q23,prescore,1
Student12,Coding,R_Rmd,Q24,prescore,0
Student12,Coding,R_data_frames,Q25,prescore,0
Student12,Coding,R_data_frames,Q26,prescore,0
Student12,Coding,R_data_frames,Q27,prescore,0
Student12,Coding,R_data_frames,Q28,prescore,1
Student12,Coding,R_functions_loops,Q29,prescore,1
Student12,Coding,R_functions_loops,Q30,prescore,1
Student12,Coding,R_functions_loops,Q31,prescore,0
Student12,Coding,R_functions_loops,Q32,prescore,1
Student12,Coding,R_if_statements,Q33,prescore,1
Student12,Coding,R_if_statements,Q34,prescore,1
Student12,Coding,R_if_statements,Q35,prescore,1
Student12,Coding,R_if_statements,Q36,prescore,1
Student12,Coding,Linux_command_line,Q37,prescore,0
Student12,Coding,Linux_command_line,Q38,prescore,0
Student12,Coding,Linux_command_line,Q39,prescore,1
Student12,Coding,Linux_command_line,Q40,prescore,0
Student12,ProfDev,Authorship,Q41,prescore,0
Student12,ProfDev,Authorship,Q42,prescore,0
Student12,ProfDev,Authorship,Q43,prescore,0
Student12,ProfDev,Authorship,Q44,prescore,1
Student12,ProfDev,Reading_papers,Q45,prescore,1
Student12,ProfDev,Reading_papers,Q46,prescore,0
Student12,ProfDev,Reading_papers,Q47,prescore,1
Student12,ProfDev,Reading_papers,Q48,prescore,1
Student12,ProfDev,Writing_paper,Q49,prescore,1
Student12,ProfDev,Writing_paper,Q50,prescore,1
Student12,ProfDev,Writing_paper,Q51,prescore,1
Student12,ProfDev,Writing_paper,Q52,prescore,0
Student12,ProfDev,Coding_solutions,Q53,prescore,1
Student12,ProfDev,Coding_solutions,Q54,prescore,1
Student12,ProfDev,Coding_solutions,Q55,prescore,1
Student12,ProfDev,Coding_solutions,Q56,prescore,1
Student12,ProfDev,Interpreting_plots,Q57,prescore,1
Student12,ProfDev,Interpreting_plots,Q58,prescore,1
Student12,ProfDev,Interpreting_plots,Q59,prescore,1
Student12,ProfDev,Interpreting_plots,Q60,prescore,1
Student16,Biology,Cancer_biology_cell_lines,Q1,prescore,0
Student16,Biology,Cancer_biology_cell_lines,Q2,prescore,1
Student16,Biology,Cancer_biology_cell_lines,Q3,prescore,1
Student16,Biology,Cancer_biology_cell_lines,Q4,prescore,1
Student16,Biology,Sex_chromosomes,Q5,prescore,1
Student16,Biology,Sex_chromosomes,Q6,prescore,1
Student16,Biology,Sex_chromosomes,Q7,prescore,1
Student16,Biology,Sex_chromosomes,Q8,prescore,1
Student16,Biology,RNA_RNAseq,Q9,prescore,1
Student16,Biology,RNA_RNAseq,Q10,prescore,1
Student16,Biology,RNA_RNAseq,Q11,prescore,1
Student16,Biology,RNA_RNAseq,Q12,prescore,1
Student16,Biology,Gene_expression,Q13,prescore,0
Student16,Biology,Gene_expression,Q14,prescore,1
Student16,Biology,Gene_expression,Q15,prescore,1
Student16,Biology,Gene_expression,Q16,prescore,1
Student16,Biology,XCI,Q17,prescore,1
Student16,Biology,XCI,Q18,prescore,1
Student16,Biology,XCI,Q19,prescore,0
Student16,Biology,XCI,Q20,prescore,1
Student16,Coding,R_Rmd,Q21,prescore,1
Student16,Coding,R_Rmd,Q22,prescore,1
Student16,Coding,R_Rmd,Q23,prescore,0
Student16,Coding,R_Rmd,Q24,prescore,1
Student16,Coding,R_data_frames,Q25,prescore,0
Student16,Coding,R_data_frames,Q26,prescore,0
Student16,Coding,R_data_frames,Q27,prescore,1
Student16,Coding,R_data_frames,Q28,prescore,1
Student16,Coding,R_functions_loops,Q29,prescore,1
Student16,Coding,R_functions_loops,Q30,prescore,1
Student16,Coding,R_functions_loops,Q31,prescore,0
Student16,Coding,R_functions_loops,Q32,prescore,1
Student16,Coding,R_if_statements,Q33,prescore,1
Student16,Coding,R_if_statements,Q34,prescore,1
Student16,Coding,R_if_statements,Q35,prescore,1
Student16,Coding,R_if_statements,Q36,prescore,1
Student16,Coding,Linux_command_line,Q37,prescore,1
Student16,Coding,Linux_command_line,Q38,prescore,0
Student16,Coding,Linux_command_line,Q39,prescore,1
Student16,Coding,Linux_command_line,Q40,prescore,1
Student16,ProfDev,Authorship,Q41,prescore,1
Student16,ProfDev,Authorship,Q42,prescore,1
Student16,ProfDev,Authorship,Q43,prescore,0
Student16,ProfDev,Authorship,Q44,prescore,1
Student16,ProfDev,Reading_papers,Q45,prescore,1
Student16,ProfDev,Reading_papers,Q46,prescore,0
Student16,ProfDev,Reading_papers,Q47,prescore,1
Student16,ProfDev,Reading_papers,Q48,prescore,1
Student16,ProfDev,Writing_paper,Q49,prescore,1
Student16,ProfDev,Writing_paper,Q50,prescore,1
Student16,ProfDev,Writing_paper,Q51,prescore,1
Student16,ProfDev,Writing_paper,Q52,prescore,1
Student16,ProfDev,Coding_solutions,Q53,prescore,1
Student16,ProfDev,Coding_solutions,Q54,prescore,0
Student16,ProfDev,Coding_solutions,Q55,prescore,1
Student16,ProfDev,Coding_solutions,Q56,prescore,1
Student16,ProfDev,Interpreting_plots,Q57,prescore,0
Student16,ProfDev,Interpreting_plots,Q58,prescore,1
Student16,ProfDev,Interpreting_plots,Q59,prescore,1
Student16,ProfDev,Interpreting_plots,Q60,prescore,1
Student29,Biology,Cancer_biology_cell_lines,Q1,prescore,1
Student29,Biology,Cancer_biology_cell_lines,Q2,prescore,1
Student29,Biology,Cancer_biology_cell_lines,Q3,prescore,1
